,n_neighbors,weights,p_val,mean_score,std,cross_val_score_1,cross_val_score_2,cross_val_score_3,cross_val_score_4,cross_val_score_5
0,1,uniform,1,0.7902234595231173,0.06972871226716633,0.8492654457637352,0.7228260869565217,0.8576892109500805,0.8313204508856683,0.6900161030595813
0,1,uniform,2,0.7856744586160442,0.07194468215044254,0.8464479774602536,0.7139694041867954,0.8542673107890499,0.8299114331723028,0.6837761674718197
0,1,uniform,3,0.7859966413340812,0.07029359757155727,0.843429261420809,0.7139694041867954,0.856280193236715,0.8278985507246377,0.6884057971014492
0,1,uniform,4,0.7850706911028733,0.0699019419677131,0.8440330046286979,0.7143719806763285,0.8544685990338164,0.8250805152979066,0.6873993558776168
0,1,uniform,5,0.7852316973934043,0.07052593676840026,0.8446367478365868,0.7143719806763285,0.8556763285024155,0.8250805152979066,0.6863929146537843
0,1,uniform,6,0.7841849823170971,0.07069686053790497,0.8450392433085128,0.7119565217391305,0.8544685990338164,0.823268921095008,0.6861916264090178
0,1,uniform,7,0.7839031625709026,0.06981259535783774,0.8454417387804387,0.7133655394524959,0.8526570048309179,0.8214573268921095,0.6865942028985508
0,1,uniform,8,0.7839836130547235,0.06976934112448568,0.8470517206681425,0.7133655394524959,0.8512479871175523,0.8214573268921095,0.6867954911433173
0,1,uniform,9,0.7832187744369357,0.0688648077503437,0.8456429865164017,0.711755233494364,0.8498389694041868,0.8200483091787439,0.6888083735909822
0,1,distance,1,0.7902234595231173,0.06972871226716633,0.8492654457637352,0.7228260869565217,0.8576892109500805,0.8313204508856683,0.6900161030595813
0,1,distance,2,0.7856744586160442,0.07194468215044254,0.8464479774602536,0.7139694041867954,0.8542673107890499,0.8299114331723028,0.6837761674718197
0,1,distance,3,0.7859966413340812,0.07029359757155727,0.843429261420809,0.7139694041867954,0.856280193236715,0.8278985507246377,0.6884057971014492
0,1,distance,4,0.7850706911028733,0.0699019419677131,0.8440330046286979,0.7143719806763285,0.8544685990338164,0.8250805152979066,0.6873993558776168
0,1,distance,5,0.7852316973934043,0.07052593676840026,0.8446367478365868,0.7143719806763285,0.8556763285024155,0.8250805152979066,0.6863929146537843
0,1,distance,6,0.7841849823170971,0.07069686053790497,0.8450392433085128,0.7119565217391305,0.8544685990338164,0.823268921095008,0.6861916264090178
0,1,distance,7,0.7839031625709026,0.06981259535783774,0.8454417387804387,0.7133655394524959,0.8526570048309179,0.8214573268921095,0.6865942028985508
0,1,distance,8,0.7839836130547235,0.06976934112448568,0.8470517206681425,0.7133655394524959,0.8512479871175523,0.8214573268921095,0.6867954911433173
0,1,distance,9,0.7832187744369357,0.0688648077503437,0.8456429865164017,0.711755233494364,0.8498389694041868,0.8200483091787439,0.6888083735909822
0,2,uniform,1,0.7031899224467059,0.05705155209000268,0.762326423827732,0.6139291465378421,0.7461755233494364,0.7347020933977456,0.658816425120773
0,2,uniform,2,0.6985202701191834,0.05643003928555765,0.7564902394848058,0.6090982286634461,0.7387278582930756,0.7322866344605475,0.6559983896940419
0,2,uniform,3,0.699003386211905,0.05685736448932745,0.7558864962769168,0.6086956521739131,0.7361111111111112,0.7383252818035426,0.6559983896940419
0,2,uniform,4,0.698600923147022,0.05624231216886043,0.7530690279734353,0.6088969404186796,0.7338969404186796,0.7407407407407407,0.6564009661835749
0,2,uniform,5,0.6970308991431254,0.05609517996578751,0.7524652847655464,0.605877616747182,0.7328904991948471,0.7361111111111112,0.6578099838969405
0,2,uniform,6,0.6968296838142052,0.05529590688781621,0.7506540551418797,0.6082930756843801,0.7345008051529791,0.7349033816425121,0.6557971014492754
0,2,uniform,7,0.6963063343778123,0.05522106626356915,0.7506540551418797,0.6068840579710145,0.730475040257649,0.7363123993558777,0.6572061191626409
0,2,uniform,8,0.6955816804931316,0.05459910654858512,0.7510565506138056,0.6056763285024155,0.7294685990338164,0.7318840579710145,0.6598228663446055
0,2,uniform,9,0.695098613010974,0.05400620256758331,0.7504528074059167,0.6048711755233495,0.7274557165861514,0.730475040257649,0.6622383252818036
0,2,distance,1,0.7902234595231173,0.06972871226716633,0.8492654457637352,0.7228260869565217,0.8576892109500805,0.8313204508856683,0.6900161030595813
0,2,distance,2,0.7856744586160442,0.07194468215044254,0.8464479774602536,0.7139694041867954,0.8542673107890499,0.8299114331723028,0.6837761674718197
0,2,distance,3,0.7859966413340812,0.07029359757155727,0.843429261420809,0.7139694041867954,0.856280193236715,0.8278985507246377,0.6884057971014492
0,2,distance,4,0.7850706911028733,0.0699019419677131,0.8440330046286979,0.7143719806763285,0.8544685990338164,0.8250805152979066,0.6873993558776168
0,2,distance,5,0.7852316973934043,0.07052593676840026,0.8446367478365868,0.7143719806763285,0.8556763285024155,0.8250805152979066,0.6863929146537843
0,2,distance,6,0.7841849823170971,0.07069686053790497,0.8450392433085128,0.7119565217391305,0.8544685990338164,0.823268921095008,0.6861916264090178
0,2,distance,7,0.7839031625709026,0.06981259535783774,0.8454417387804387,0.7133655394524959,0.8526570048309179,0.8214573268921095,0.6865942028985508
0,2,distance,8,0.7839836130547235,0.06976934112448568,0.8470517206681425,0.7133655394524959,0.8512479871175523,0.8214573268921095,0.6867954911433173
0,2,distance,9,0.7832187744369357,0.0688648077503437,0.8456429865164017,0.711755233494364,0.8498389694041868,0.8200483091787439,0.6888083735909822
0,3,uniform,1,0.7211855128203883,0.07608569886478309,0.7518615415576575,0.6157407407407407,0.8103864734299517,0.7803945249597424,0.6475442834138486
0,3,uniform,2,0.7138586936267337,0.07933959601975767,0.7500503119339907,0.6048711755233495,0.8059581320450886,0.7735507246376812,0.6348631239935588
0,3,uniform,3,0.712288783047487,0.07809649793640723,0.7466291004226202,0.6048711755233495,0.8035426731078905,0.7713365539452496,0.6350644122383253
0,3,uniform,4,0.7115240011420242,0.0767303256681712,0.7438116321191387,0.605072463768116,0.802133655394525,0.7693236714975845,0.6372785829307569
0,3,uniform,5,0.7118862956773219,0.07715983916955357,0.7444153753270276,0.604669887278583,0.8015297906602254,0.7717391304347826,0.6370772946859904
0,3,uniform,6,0.711161722810248,0.07631531626081431,0.7428053934393238,0.6048711755233495,0.7993156199677939,0.7713365539452496,0.6374798711755234
0,3,uniform,7,0.710356626543507,0.07596916514940154,0.741396659287583,0.6048711755233495,0.7969001610305958,0.7721417069243156,0.6364734299516909
0,3,uniform,8,0.7101955554388902,0.07653608958579222,0.7424028979673979,0.6034621578099839,0.7971014492753623,0.7719404186795491,0.6360708534621579
0,3,uniform,9,0.7096722222060187,0.07714567394669238,0.742000402495472,0.6022544283413849,0.7977053140096618,0.7715378421900161,0.6348631239935588
0,3,distance,1,0.782494809201915,0.0718413574665827,0.8289394244314752,0.7037037037037037,0.8621175523349437,0.8295088566827697,0.6882045088566827
0,3,distance,2,0.7794350577444893,0.07551029274192206,0.8331656268866975,0.6972624798711755,0.8609098228663447,0.8264895330112721,0.6793478260869565
0,3,distance,3,0.7789519902623316,0.0751736527175582,0.8325618836788086,0.697061191626409,0.8615136876006442,0.8238727858293076,0.6797504025764896
0,3,distance,4,0.778066492122334,0.07182651213193861,0.8283356812235863,0.7008856682769726,0.8586956521739131,0.8196457326892109,0.6827697262479872
0,3,distance,5,0.7783080704230967,0.07199625122370605,0.8275306902797344,0.7004830917874396,0.8592995169082126,0.8210547504025765,0.6831723027375202
0,3,distance,6,0.7777444714395111,0.07119356908239309,0.8273294425437714,0.7004830917874396,0.857085346215781,0.8200483091787439,0.6837761674718197
0,3,distance,7,0.7776236660856084,0.0711796350325398,0.8281344334876233,0.7006843800322061,0.855877616747182,0.8202495974235104,0.6831723027375202
0,3,distance,8,0.7771807995400792,0.07160521702225496,0.8289394244314752,0.6984702093397746,0.855877616747182,0.8192431561996779,0.6833735909822867
0,3,distance,9,0.7765769915181047,0.07168039694030924,0.8275306902797344,0.6976650563607085,0.856280193236715,0.8184380032206119,0.6829710144927537
0,4,uniform,1,0.7029894605815314,0.07487233923157302,0.741799154759509,0.5881642512077294,0.7789855072463768,0.7644927536231884,0.6415056360708534
0,4,uniform,2,0.6955419413568634,0.07600640169454319,0.7381766955121755,0.5807165861513688,0.7733494363929146,0.7552334943639292,0.6302334943639292
0,4,uniform,3,0.6929253075995488,0.0739765777985078,0.735359227208694,0.5785024154589372,0.7707326892109501,0.7465780998389694,0.6334541062801933
0,4,uniform,4,0.6932474903175858,0.07476951542624471,0.7323405111692494,0.5776972624798712,0.7717391304347826,0.7510064412238325,0.6334541062801933
0,4,uniform,5,0.6930864192129691,0.0749181441126565,0.7333467498490642,0.5770933977455717,0.7701288244766505,0.7518115942028986,0.6330515297906603
0,4,uniform,6,0.6914761375601192,0.0753674543978277,0.7327430066411753,0.5752818035426731,0.767512077294686,0.7518115942028986,0.6300322061191627
0,4,uniform,7,0.6905905421989929,0.0753325171715265,0.7309317770175086,0.5744766505636071,0.7661030595813204,0.7522141706924316,0.6292270531400966
0,4,uniform,8,0.6899464441210221,0.07623524041998518,0.7303280338096196,0.5718599033816425,0.768317230273752,0.7502012882447665,0.6290257648953301
0,4,uniform,9,0.6896646243748277,0.07702965353226852,0.7307305292815456,0.5696457326892109,0.768317230273752,0.7506038647342995,0.6290257648953301
0,4,distance,1,0.7880499515676745,0.07490972280471019,0.8392030589655867,0.7051127214170693,0.8691626409017713,0.836755233494364,0.6900161030595813
0,4,distance,2,0.7858760628294783,0.07792852131634435,0.8385993157576977,0.6992753623188406,0.8711755233494364,0.835950080515298,0.6843800322061192
0,4,distance,3,0.7852319809550291,0.07570988327616582,0.8375930770778829,0.7018921095008052,0.8705716586151369,0.8295088566827697,0.6865942028985508
0,4,distance,4,0.7845477386527551,0.07425517304259724,0.8341718655665123,0.7055152979066023,0.8683574879227053,0.8293075684380032,0.6853864734299517
0,4,distance,5,0.7843866675481382,0.07460188571347029,0.8351781042463272,0.7045088566827697,0.8677536231884058,0.8295088566827697,0.6849838969404187
0,4,distance,6,0.7833399362683096,0.07455424047070691,0.8359830951901791,0.7033011272141707,0.8647342995169082,0.8289049919484702,0.6837761674718197
0,4,distance,7,0.782494477029726,0.07461653200136237,0.8371905816059569,0.7024959742351047,0.8627214170692431,0.8274959742351047,0.6825684380032206
0,4,distance,8,0.7826153228924322,0.07465315523940722,0.8353793519822902,0.7012882447665056,0.8657407407407407,0.8262882447665056,0.6843800322061192
0,4,distance,9,0.7819309509619868,0.07490402574651926,0.8351781042463272,0.6992753623188406,0.8655394524959742,0.8252818035426731,0.6843800322061192
0,5,uniform,1,0.7188912400198462,0.08856085497943092,0.741597907023546,0.5978260869565217,0.8244766505636071,0.7954911433172303,0.6350644122383253
0,5,uniform,2,0.7152277696598135,0.09038993539264856,0.7422016502314349,0.5887681159420289,0.8254830917874396,0.7870370370370371,0.6326489533011272
0,5,uniform,3,0.7128526088803724,0.09187947531404476,0.74119541155162,0.5855475040257649,0.8254830917874396,0.7848228663446055,0.6272141706924316
0,5,uniform,4,0.7100347111835733,0.09105179446413468,0.7377742000402495,0.5835346215780999,0.822061191626409,0.7809983896940419,0.625805152979066
0,5,uniform,5,0.7096725219711649,0.08922264730278956,0.7345542362648421,0.586352657004831,0.8210547504025765,0.7789855072463768,0.6274154589371981
0,5,uniform,6,0.7103166200491355,0.0897363725716526,0.735157979472731,0.5877616747181964,0.821658615136876,0.7814009661835749,0.6256038647342995
0,5,uniform,7,0.7101957903899507,0.08903476559777354,0.7365667136244717,0.5861513687600645,0.8178341384863124,0.7824074074074074,0.6280193236714976
0,5,uniform,8,0.7104775858308632,0.0891580102043698,0.7367679613604347,0.5843397745571659,0.8188405797101449,0.7816022544283414,0.6308373590982287
0,5,uniform,9,0.709592014775019,0.09020714664027958,0.7343529885288791,0.5807165861513688,0.8200483091787439,0.7814009661835749,0.6314412238325282
0,5,distance,1,0.7910291553201507,0.07874018454102084,0.8357818474542161,0.7041062801932367,0.8818438003220612,0.8442028985507246,0.6892109500805152
0,5,distance,2,0.7894187440391296,0.08107911607807161,0.8383980680217348,0.697866344605475,0.8838566827697263,0.840378421900161,0.6865942028985508
0,5,distance,3,0.7878889290736221,0.08300198539196134,0.8390018112296237,0.6944444444444444,0.8852657004830918,0.8381642512077294,0.6825684380032206
0,5,distance,4,0.7861579230844764,0.08149393837305213,0.8371905816059569,0.6946457326892109,0.8818438003220612,0.8345410628019324,0.6825684380032206
0,5,distance,5,0.7865202662303383,0.07977317357078434,0.836586838398068,0.696658615136876,0.8808373590982287,0.8329307568438004,0.6855877616747182
0,5,distance,6,0.7860372149517023,0.0807604418213936,0.8355805997182532,0.696658615136876,0.8808373590982287,0.8349436392914654,0.6821658615136876
0,5,distance,7,0.7862384059753402,0.08056405987560629,0.8379955725498088,0.6960547504025765,0.8780193236714976,0.836352657004831,0.6827697262479872
0,5,distance,8,0.7861981483263869,0.07986138221300675,0.8379955725498088,0.695450885668277,0.8768115942028986,0.835950080515298,0.6847826086956522
0,5,distance,9,0.7857956204474181,0.08035821390675743,0.836788086134031,0.6930354267310789,0.8780193236714976,0.8357487922705314,0.6853864734299517
0,6,uniform,1,0.7081829889598927,0.08560116234115311,0.7345542362648421,0.5803140096618358,0.802133655394525,0.7852254428341385,0.6386876006441223
0,6,uniform,2,0.70190259317916,0.08819225474671837,0.7395854296639163,0.5676328502415459,0.7987117552334944,0.7727455716586151,0.6308373590982287
0,6,uniform,3,0.6990041963879758,0.08674274665233749,0.7357617226806198,0.5662238325281803,0.7942834138486312,0.7685185185185185,0.6302334943639292
0,6,uniform,4,0.6980782623602891,0.08789007903024298,0.7359629704165828,0.5634057971014492,0.7973027375201288,0.7646940418679549,0.6290257648953301
0,6,uniform,5,0.6973938661245617,0.08901471572238458,0.7363654658885087,0.5613929146537843,0.7973027375201288,0.7652979066022544,0.626610305958132
0,6,uniform,6,0.6965485122088674,0.08872617283927686,0.734956731736768,0.5599838969404187,0.7944847020933977,0.7661030595813204,0.6272141706924316
0,6,uniform,7,0.6965888022648634,0.088799210432249,0.7341517407929161,0.5581723027375202,0.7936795491143317,0.7671095008051529,0.6298309178743962
0,6,uniform,8,0.6963070797397973,0.08920426938042621,0.7321392634332864,0.5571658615136876,0.7956924315619968,0.7663043478260869,0.6302334943639292
0,6,uniform,9,0.6955020320836206,0.09018145457907999,0.7295230428657677,0.5555555555555556,0.7971014492753623,0.7669082125603864,0.6284219001610306
0,6,distance,1,0.7926395017870863,0.08148251336185824,0.8347756087744013,0.7018921095008052,0.8886876006441223,0.8490338164251208,0.6888083735909822
0,6,distance,2,0.7911497176212323,0.08279952006079544,0.8410142885892534,0.7010869565217391,0.8880837359098228,0.842391304347826,0.6831723027375202
0,6,distance,3,0.7899823025139115,0.0825230872590822,0.8396055544375126,0.6976650563607085,0.8882850241545893,0.839170692431562,0.6851851851851852
0,6,distance,4,0.7903446132527306,0.08130270705659613,0.8398068021734756,0.6986714975845411,0.8866747181964574,0.8389694041867954,0.6876006441223832
0,6,distance,5,0.7904654186066333,0.08021540475606757,0.8390018112296237,0.6998792270531401,0.8854669887278583,0.8387681159420289,0.6892109500805152
0,6,distance,6,0.7900225844681469,0.08052058810395094,0.8390018112296237,0.698268921095008,0.8842592592592593,0.8397745571658615,0.6888083735909822
0,6,distance,7,0.7888551288520226,0.08111030911006865,0.8385993157576977,0.697866344605475,0.8824476650563607,0.8401771336553945,0.6851851851851852
0,6,distance,8,0.7886538244037347,0.08120869498339232,0.8390018112296237,0.6950483091787439,0.8816425120772947,0.8405797101449275,0.6869967793880838
0,6,distance,9,0.7882109902652484,0.08143058800560173,0.8390018112296237,0.6942431561996779,0.8822463768115942,0.8389694041867954,0.6865942028985508
0,7,uniform,1,0.7161138187195395,0.09800473493761962,0.7327430066411753,0.5799114331723028,0.8377616747181964,0.7999194847020934,0.6302334943639292
0,7,uniform,2,0.7133761041484579,0.09945403616227863,0.7375729523042865,0.5718599033816425,0.8357487922705314,0.7940821256038647,0.6276167471819646
0,7,uniform,3,0.7105983506759623,0.0991857160957688,0.7369692090963976,0.5688405797101449,0.8303140096618358,0.7922705314009661,0.624597423510467
0,7,uniform,4,0.7086259122177468,0.09889814894478031,0.7323405111692494,0.5674315619967794,0.8307165861513688,0.7884460547504025,0.624194847020934
0,7,uniform,5,0.7083843744257876,0.09938030835488681,0.7321392634332864,0.5646135265700483,0.8313204508856683,0.7876409017713365,0.626207729468599
0,7,uniform,6,0.7085856302635114,0.09840106640614059,0.7329442543771383,0.5670289855072463,0.8309178743961353,0.7860305958132046,0.6260064412238325
0,7,uniform,7,0.7072168945043813,0.09926176088311783,0.7323405111692494,0.5642109500805152,0.8305152979066023,0.785024154589372,0.6239935587761675
0,7,uniform,8,0.7056469029075274,0.09992369934853065,0.7309317770175086,0.5599838969404187,0.8303140096618358,0.782608695652174,0.6243961352657005
0,7,uniform,9,0.7062104532805489,0.09993139887121849,0.7323405111692494,0.5609903381642513,0.8307165861513688,0.783011272141707,0.6239935587761675
0,7,distance,1,0.7930420620730979,0.08603549286584328,0.8351781042463272,0.69585346215781,0.8963365539452496,0.8524557165861514,0.6853864734299517
0,7,distance,2,0.7915926894896506,0.08658705357596916,0.8375930770778829,0.6922302737520128,0.8961352657004831,0.8474235104669887,0.6845813204508857
0,7,distance,3,0.7901031402748571,0.08698875311722738,0.8379955725498088,0.6910225442834138,0.892914653784219,0.8474235104669887,0.6811594202898551
0,7,distance,4,0.7884526414818573,0.08639557384417546,0.836385590662105,0.6894122383252818,0.8917069243156199,0.8435990338164251,0.6811594202898551
0,7,distance,5,0.7872851939674939,0.08565357206951285,0.8357818474542161,0.6863929146537843,0.8892914653784219,0.84158615136876,0.6833735909822867
0,7,distance,6,0.7876071822432739,0.08566849641707878,0.8375930770778829,0.6867954911433173,0.8890901771336553,0.841183574879227,0.6833735909822867
0,7,distance,7,0.786560540082813,0.08580773858952577,0.8361843429261421,0.6851851851851852,0.8888888888888888,0.8397745571658615,0.6827697262479872
0,7,distance,8,0.7854333421156421,0.0860465283535016,0.8357818474542161,0.6815619967793881,0.8874798711755234,0.8389694041867954,0.6833735909822867
0,7,distance,9,0.7862787284383791,0.085830319477086,0.836385590662105,0.6843800322061192,0.8880837359098228,0.8397745571658615,0.6827697262479872
0,8,uniform,1,0.7070557342803967,0.09434292376459939,0.7355604749446569,0.5648148148148148,0.8164251207729468,0.785024154589372,0.6334541062801933
0,8,uniform,2,0.7040365888476348,0.09690750853707918,0.7311330247534715,0.5591787439613527,0.8166264090177133,0.785829307568438,0.6274154589371981
0,8,uniform,3,0.7029092855575745,0.09751598373764794,0.7333467498490642,0.55414653784219,0.8166264090177133,0.7811996779388084,0.6292270531400966
0,8,uniform,4,0.7020640126594871,0.09598851617487102,0.7299255383376937,0.5573671497584541,0.8138083735909822,0.7816022544283414,0.6276167471819646
0,8,uniform,5,0.6989642141988865,0.0953214854964942,0.7289192996578788,0.552536231884058,0.8063607085346216,0.7793880837359098,0.6276167471819646
0,8,uniform,6,0.6995680222208611,0.0952005968272835,0.7303280338096196,0.5549516908212561,0.8077697262479872,0.7789855072463768,0.625805152979066
0,8,uniform,7,0.6984005017906512,0.0961730516083827,0.7315355202253975,0.551731078904992,0.8099838969404187,0.7741545893719807,0.624597423510467
0,8,uniform,8,0.6972733767393265,0.0963242022430919,0.7293217951298048,0.5497181964573269,0.8095813204508857,0.7729468599033816,0.6247987117552335
0,8,uniform,9,0.697957805382097,0.09551107519448006,0.7281143087140269,0.5503220611916264,0.8093800322061192,0.7733494363929146,0.6286231884057971
0,8,distance,1,0.7948133419147183,0.0853342993089124,0.836586838398068,0.6994766505636071,0.8985507246376812,0.8520531400966184,0.6873993558776168
0,8,distance,2,0.7938067791644752,0.08778753219989244,0.8396055544375126,0.695450885668277,0.8999597423510467,0.8508454106280193,0.6831723027375202
0,8,distance,3,0.7930016666942127,0.0863087895676889,0.8385993157576977,0.6940418679549114,0.8969404186795491,0.8492351046698873,0.6861916264090178
0,8,distance,4,0.7916732128893178,0.08531847932075035,0.8373918293419199,0.6946457326892109,0.8947262479871175,0.8462157809983897,0.6853864734299517
0,8,distance,5,0.7907070779250029,0.08497009840348681,0.8361843429261421,0.6924315619967794,0.894524959742351,0.8435990338164251,0.6867954911433173
0,8,distance,6,0.7903044609266665,0.08548295496321125,0.8371905816059569,0.6912238325281803,0.8955314009661836,0.8413848631239935,0.6861916264090178
0,8,distance,7,0.7894591070109721,0.08609367010041404,0.8357818474542161,0.6894122383252818,0.8957326892109501,0.8413848631239935,0.6849838969404187
0,8,distance,8,0.7883721342857115,0.08569060689585802,0.8361843429261421,0.6892109500805152,0.892512077294686,0.8405797101449275,0.6833735909822867
0,8,distance,9,0.7890564414020712,0.08556075274637494,0.8379955725498088,0.6900161030595813,0.892914653784219,0.8401771336553945,0.6841787439613527
0,9,uniform,1,0.7146243748276351,0.10123567403818294,0.7305292815455826,0.5736714975845411,0.839573268921095,0.8027375201288245,0.626610305958132
0,9,uniform,2,0.7126115490922948,0.1041370205496505,0.7291205473938418,0.5668276972624798,0.8417874396135265,0.802133655394525,0.6231884057971014
0,9,uniform,3,0.7112025394806901,0.10391350250360927,0.7289192996578788,0.5619967793880838,0.8397745571658615,0.7989130434782609,0.6264090177133655
0,9,uniform,4,0.710638981005908,0.10273383387208683,0.727711813242101,0.5642109500805152,0.8397745571658615,0.7954911433172303,0.6260064412238325
0,9,uniform,5,0.7096325721891185,0.10435385264822657,0.7269068222982491,0.5615942028985508,0.8401771336553945,0.7969001610305958,0.6225845410628019
0,9,uniform,6,0.7087872506804669,0.1030225505650385,0.7246930972026565,0.5626006441223832,0.8377616747181964,0.7954911433172303,0.623389694041868
0,9,uniform,7,0.708505495748358,0.10218656597443404,0.7234856107868787,0.5621980676328503,0.8375603864734299,0.7930756843800322,0.626207729468599
0,9,uniform,8,0.7076197464537783,0.10203649978596548,0.7254980881465084,0.5613929146537843,0.8355475040257649,0.7914653784219001,0.624194847020934
0,9,uniform,9,0.7059692314572572,0.10195160893656872,0.7242906017307306,0.5585748792270532,0.8329307568438004,0.7900563607085346,0.6239935587761675
0,9,distance,1,0.7944510797864636,0.08654202983686067,0.8351781042463272,0.6960547504025765,0.8985507246376812,0.855475040257649,0.6869967793880838
0,9,distance,2,0.7937263691894577,0.08983613434135271,0.836989333869994,0.6922302737520128,0.9021739130434783,0.8556763285024155,0.6815619967793881
0,9,distance,3,0.7932432693002575,0.088686964305817,0.8371905816059569,0.6888083735909822,0.9007648953301127,0.8528582930756844,0.6865942028985508
0,9,distance,4,0.7919148316988842,0.08840501402983106,0.8355805997182532,0.6880032206119162,0.9015700483091788,0.8482286634460547,0.6861916264090178
0,9,distance,5,0.7904656859647365,0.08911318453168061,0.8323606359428456,0.6865942028985508,0.9001610305958132,0.8502415458937198,0.6829710144927537
0,9,distance,6,0.7903852597861978,0.08820120518156815,0.830146910847253,0.6873993558776168,0.9003623188405797,0.8492351046698873,0.6847826086956522
0,9,distance,7,0.7903450345442873,0.08711885930850044,0.8293419199034011,0.6871980676328503,0.8999597423510467,0.8474235104669887,0.6878019323671497
0,9,distance,8,0.7896203077437601,0.08747807238896489,0.8315556449989938,0.6857890499194848,0.8983494363929146,0.8462157809983897,0.6861916264090178
0,9,distance,9,0.7884126187839646,0.08710687899045817,0.830549406319179,0.6841787439613527,0.8965378421900161,0.8446054750402576,0.6861916264090178
0,10,uniform,1,0.7114839541388492,0.09800581905897186,0.7385791909841014,0.5638083735909822,0.8246779388083736,0.7946859903381642,0.6356682769726248
0,10,uniform,2,0.7083842934081807,0.09995273014661275,0.7341517407929161,0.5611916264090178,0.8266908212560387,0.7924718196457327,0.6274154589371981
0,10,uniform,3,0.7046807922484947,0.10071553504598721,0.7291205473938418,0.5549516908212561,0.8226650563607085,0.7912640901771336,0.625402576489533
0,10,uniform,4,0.7032717097210434,0.1006469487126765,0.7307305292815456,0.552938808373591,0.8192431561996779,0.7898550724637681,0.6235909822866345
0,10,uniform,5,0.7025874674187692,0.10023306245764638,0.727309317770175,0.5507246376811594,0.8162238325281803,0.7916666666666666,0.6270128824476651
0,10,uniform,6,0.7006551326760537,0.1013801182296751,0.7265043268263232,0.5458937198067633,0.8156199677938808,0.7896537842190016,0.6256038647342995
0,10,uniform,7,0.7006148912306218,0.10047951520720631,0.7261018313543972,0.5469001610305958,0.8148148148148148,0.7884460547504025,0.6268115942028986
0,10,uniform,8,0.7004940615714369,0.10082017960892242,0.727510565506138,0.5462962962962963,0.8136070853462157,0.7894524959742351,0.6256038647342995
0,10,uniform,9,0.7002122580287639,0.10042500501451869,0.727510565506138,0.5460950080515298,0.8126006441223832,0.788647342995169,0.626207729468599
