,n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,mean_score,std,cross_val_score_1,cross_val_score_2,cross_val_score_3,cross_val_score_4,cross_val_score_5
0,10,2,2,2,,0.6975967099073839,0.1420957439670689,0.6977259005836184,0.48752012882447665,0.8900966183574879,0.8053542673107891,0.6072866344605475
0,10,2,2,2,sqrt,0.7103985693586873,0.11837659856337933,0.6995371302072851,0.5628019323671497,0.8705716586151369,0.8156199677938808,0.6034621578099839
0,10,2,2,2,log2,0.7103985693586873,0.11837659856337933,0.6995371302072851,0.5628019323671497,0.8705716586151369,0.8156199677938808,0.6034621578099839
0,10,3,2,2,,0.7073790998554971,0.12821237319414625,0.7031595894546186,0.5281803542673108,0.8776167471819646,0.8164251207729468,0.6115136876006442
0,10,3,2,2,sqrt,0.723562180527321,0.12861686163026312,0.7154357013483599,0.5619967793880838,0.9005636070853462,0.8321256038647343,0.6076892109500805
0,10,3,2,2,log2,0.723562180527321,0.12861686163026312,0.7154357013483599,0.5619967793880838,0.9005636070853462,0.8321256038647343,0.6076892109500805
0,10,4,2,2,,0.7067345885877302,0.12797549156478014,0.7128194807808412,0.5322061191626409,0.8743961352657005,0.8150161030595813,0.5992351046698873
0,10,4,2,2,sqrt,0.7232801339318267,0.12948426230397733,0.721473133427249,0.5549516908212561,0.8951288244766505,0.836352657004831,0.6084943639291466
0,10,4,2,2,log2,0.7232801339318267,0.12948426230397733,0.721473133427249,0.5549516908212561,0.8951288244766505,0.836352657004831,0.6084943639291466
0,10,5,2,2,,0.7059692638643001,0.13343120858454222,0.7234856107868787,0.5142914653784219,0.8804347826086957,0.8095813204508857,0.6020531400966184
0,10,5,2,2,sqrt,0.722635841411599,0.13336224378500827,0.7256993358824714,0.5414653784219001,0.8959339774557166,0.839170692431562,0.6109098228663447
0,10,5,2,2,log2,0.722635841411599,0.13336224378500827,0.7256993358824714,0.5414653784219001,0.8959339774557166,0.839170692431562,0.6109098228663447
0,10,6,2,2,,0.7034729979658099,0.12915754511912209,0.7307305292815456,0.5140901771336553,0.8484299516908212,0.8252818035426731,0.5988325281803543
0,10,6,2,2,sqrt,0.7262989633959209,0.1334264590039818,0.7337492453209902,0.5450885668276972,0.9003623188405797,0.8397745571658615,0.6125201288244766
0,10,6,2,2,log2,0.7262989633959209,0.1334264590039818,0.7337492453209902,0.5450885668276972,0.9003623188405797,0.8397745571658615,0.6125201288244766
0,10,7,2,2,,0.7146240102484033,0.1290446153054962,0.7395854296639163,0.5221417069243156,0.8649355877616747,0.8301127214170693,0.6163446054750402
0,10,7,2,2,sqrt,0.7307671735452235,0.1370181776162603,0.7434091366472128,0.535829307568438,0.9001610305958132,0.8532608695652174,0.6211755233494364
0,10,7,2,2,log2,0.7307671735452235,0.1370181776162603,0.7434091366472128,0.535829307568438,0.9001610305958132,0.8532608695652174,0.6211755233494364
0,10,8,2,2,,0.7242046663549109,0.12554062435137986,0.7560877440128798,0.5400563607085346,0.8625201288244766,0.8421900161030595,0.6201690821256038
0,10,8,2,2,sqrt,0.734067976688966,0.13324289609786444,0.7514590460857316,0.5434782608695652,0.894927536231884,0.854669887278583,0.625805152979066
0,10,8,2,2,log2,0.734067976688966,0.13324289609786444,0.7514590460857316,0.5434782608695652,0.894927536231884,0.854669887278583,0.625805152979066
0,10,9,2,2,,0.7309674166628588,0.125078486159634,0.7693700945864359,0.5473027375201288,0.8691626409017713,0.8438003220611916,0.6252012882447665
0,10,9,2,2,sqrt,0.7400257441548227,0.12872888931819806,0.7605151942040652,0.5599838969404187,0.8967391304347826,0.8542673107890499,0.6286231884057971
0,10,9,2,2,log2,0.7400257441548227,0.12872888931819806,0.7605151942040652,0.5599838969404187,0.8967391304347826,0.8542673107890499,0.6286231884057971
0,10,10,2,2,,0.7397428468744541,0.12251504878200642,0.7876836385590662,0.5632045088566827,0.8681561996779388,0.8518518518518519,0.6278180354267311
0,10,10,2,2,sqrt,0.7486401518723655,0.12331190329001528,0.7786274904407325,0.5760869565217391,0.8904991948470209,0.8613123993558777,0.6366747181964574
0,10,10,2,2,log2,0.7486401518723655,0.12331190329001528,0.7786274904407325,0.5760869565217391,0.8904991948470209,0.8613123993558777,0.6366747181964574
0,20,2,2,2,,0.6976773224264189,0.1420485527581051,0.6953109277520628,0.48752012882447665,0.8902979066022544,0.8061594202898551,0.6090982286634461
0,20,2,2,2,sqrt,0.7111637482504248,0.11433742414199731,0.6924934594485812,0.5754830917874396,0.8689613526570048,0.8136070853462157,0.6052737520128825
0,20,2,2,2,log2,0.7111637482504248,0.11433742414199731,0.6924934594485812,0.5754830917874396,0.8689613526570048,0.8136070853462157,0.6052737520128825
0,20,3,2,2,,0.7097140921053527,0.1323753204912474,0.7019521030388408,0.5269726247987118,0.8923107890499195,0.8156199677938808,0.6117149758454107
0,20,3,2,2,sqrt,0.7249709956966688,0.1280563043367349,0.7204668947474341,0.5640096618357487,0.9011674718196457,0.8313204508856683,0.6078904991948471
0,20,3,2,2,log2,0.7249709956966688,0.1280563043367349,0.7204668947474341,0.5640096618357487,0.9011674718196457,0.8313204508856683,0.6078904991948471
0,20,4,2,2,,0.7096330501930002,0.12803611004848986,0.7150332058764339,0.5301932367149759,0.8735909822866345,0.8214573268921095,0.6078904991948471
0,20,4,2,2,sqrt,0.7270241357932872,0.12901720829546684,0.7204668947474341,0.5615942028985508,0.9059983896940419,0.8325281803542673,0.6145330112721417
0,20,4,2,2,log2,0.7270241357932872,0.12901720829546684,0.7204668947474341,0.5615942028985508,0.9059983896940419,0.8325281803542673,0.6145330112721417
0,20,5,2,2,,0.7114038844377817,0.13221596097977575,0.727510565506138,0.5225442834138486,0.8790257648953301,0.822061191626409,0.605877616747182
0,20,5,2,2,sqrt,0.7243668149937017,0.13701227588484252,0.7283155564499899,0.5344202898550725,0.9041867954911433,0.8401771336553945,0.6147342995169082
0,20,5,2,2,log2,0.7243668149937017,0.13701227588484252,0.7283155564499899,0.5344202898550725,0.9041867954911433,0.8401771336553945,0.6147342995169082
0,20,6,2,2,,0.7144632713159755,0.13477545058540744,0.7323405111692494,0.5177133655394525,0.8800322061191627,0.8313204508856683,0.6109098228663447
0,20,6,2,2,sqrt,0.7280300585044344,0.13251099849126313,0.7333467498490642,0.5477053140096618,0.9003623188405797,0.842391304347826,0.6163446054750402
0,20,6,2,2,log2,0.7280300585044344,0.13251099849126313,0.7333467498490642,0.5477053140096618,0.9003623188405797,0.842391304347826,0.6163446054750402
0,20,7,2,2,,0.7174015773804026,0.12926478013766984,0.7448178707989536,0.5253623188405797,0.8629227053140096,0.8377616747181964,0.6161433172302737
0,20,7,2,2,sqrt,0.7314919570580756,0.13535659087815738,0.7397866773998792,0.5466988727858293,0.9029790660225443,0.8522544283413849,0.6157407407407407
0,20,7,2,2,log2,0.7314919570580756,0.13535659087815738,0.7397866773998792,0.5466988727858293,0.9029790660225443,0.8522544283413849,0.6157407407407407
0,20,8,2,2,,0.7260968892803659,0.127833261643785,0.7532702757093983,0.5388486312399355,0.8673510466988728,0.8490338164251208,0.6219806763285024
0,20,8,2,2,sqrt,0.7358794898742574,0.13400337158730757,0.7534715234453613,0.5452898550724637,0.8983494363929146,0.856682769726248,0.6256038647342995
0,20,8,2,2,log2,0.7358794898742574,0.13400337158730757,0.7534715234453613,0.5452898550724637,0.8983494363929146,0.856682769726248,0.6256038647342995
0,20,9,2,2,,0.7348322562852649,0.12515439211265117,0.7667538740189173,0.5527375201288245,0.8723832528180354,0.8532608695652174,0.6290257648953301
0,20,9,2,2,sqrt,0.7438499615490437,0.13112666692822858,0.7669551217548802,0.5591787439613527,0.9049919484702094,0.856682769726248,0.6314412238325282
0,20,9,2,2,log2,0.7438499615490437,0.13112666692822858,0.7669551217548802,0.5591787439613527,0.9049919484702094,0.856682769726248,0.6314412238325282
0,20,10,2,2,,0.7445335800157433,0.12287353044648557,0.7858724089353994,0.5686392914653784,0.8784219001610306,0.8564814814814815,0.6332528180354268
0,20,10,2,2,sqrt,0.7497271732081904,0.12656961370238762,0.7770175085530288,0.5730676328502415,0.8977455716586151,0.8649355877616747,0.6358695652173914
0,20,10,2,2,log2,0.7497271732081904,0.12656961370238762,0.7770175085530288,0.5730676328502415,0.8977455716586151,0.8649355877616747,0.6358695652173914
0,30,2,2,2,,0.6983616133392573,0.14258968892639462,0.6975246528476554,0.48691626409017713,0.8900966183574879,0.8085748792270532,0.6086956521739131
0,30,2,2,2,sqrt,0.7191344386727501,0.12466474461052277,0.7005433688871,0.5676328502415459,0.892914653784219,0.8272946859903382,0.6072866344605475
0,30,2,2,2,log2,0.7191344386727501,0.12466474461052277,0.7005433688871,0.5676328502415459,0.892914653784219,0.8272946859903382,0.6072866344605475
0,30,3,2,2,,0.7103179163308487,0.13318910231931824,0.7029583417186557,0.5271739130434783,0.8967391304347826,0.8132045088566827,0.6115136876006442
0,30,3,2,2,sqrt,0.7240450697707428,0.1267264494248063,0.7204668947474341,0.5648148148148148,0.8971417069243156,0.8305152979066023,0.6072866344605475
0,30,3,2,2,log2,0.7240450697707428,0.1267264494248063,0.7204668947474341,0.5648148148148148,0.8971417069243156,0.8305152979066023,0.6072866344605475
0,30,4,2,2,,0.7098342898272024,0.1282316774892482,0.7162406922922118,0.5305958132045089,0.8743961352657005,0.8210547504025765,0.6068840579710145
0,30,4,2,2,sqrt,0.7281513256586974,0.13156023254022609,0.721070637955323,0.5593800322061192,0.9074074074074074,0.8401771336553945,0.6127214170692431
0,30,4,2,2,log2,0.7281513256586974,0.13156023254022609,0.721070637955323,0.5593800322061192,0.9074074074074074,0.8401771336553945,0.6127214170692431
0,30,5,2,2,,0.7128933850420108,0.13235025137748807,0.7283155564499899,0.5219404186795491,0.8786231884057971,0.8258856682769726,0.6097020933977456
0,30,5,2,2,sqrt,0.7287146491824188,0.13327820831308074,0.7281143087140269,0.5511272141706924,0.9061996779388084,0.8425925925925926,0.6155394524959742
0,30,5,2,2,log2,0.7287146491824188,0.13327820831308074,0.7281143087140269,0.5511272141706924,0.9061996779388084,0.8425925925925926,0.6155394524959742
0,30,6,2,2,,0.7153892215471835,0.13493465296784452,0.7317367679613604,0.5169082125603864,0.8780193236714976,0.836352657004831,0.6139291465378421
0,30,6,2,2,sqrt,0.7282715233805472,0.13363231049568755,0.735359227208694,0.5428743961352657,0.8999597423510467,0.8442028985507246,0.6189613526570048
0,30,6,2,2,log2,0.7282715233805472,0.13363231049568755,0.735359227208694,0.5428743961352657,0.8999597423510467,0.8442028985507246,0.6189613526570048
0,30,7,2,2,,0.7204611992096571,0.1294878434677557,0.7438116321191387,0.5291867954911433,0.8651368760064412,0.8450080515297906,0.6191626409017713
0,30,7,2,2,sqrt,0.730243978042284,0.135502573387808,0.7395854296639163,0.5452898550724637,0.9023752012882448,0.8500402576489533,0.6139291465378421
0,30,7,2,2,log2,0.730243978042284,0.135502573387808,0.7395854296639163,0.5452898550724637,0.9023752012882448,0.8500402576489533,0.6139291465378421
0,30,8,2,2,,0.72710323328307,0.12794296756891996,0.7556852485409539,0.5412640901771336,0.8681561996779388,0.8502415458937198,0.6201690821256038
0,30,8,2,2,sqrt,0.7372884103664945,0.13262643588565048,0.7558864962769168,0.5501207729468599,0.8977455716586151,0.857085346215781,0.6256038647342995
0,30,8,2,2,log2,0.7372884103664945,0.13262643588565048,0.7558864962769168,0.5501207729468599,0.8977455716586151,0.857085346215781,0.6256038647342995
0,30,9,2,2,,0.7361606614795954,0.1261596121780854,0.7691688468504729,0.5547504025764896,0.8756038647342995,0.8548711755233495,0.6264090177133655
0,30,9,2,2,sqrt,0.7439705319518859,0.1309032854280706,0.7719863151539545,0.5587761674718197,0.9013687600644122,0.857487922705314,0.6302334943639292
0,30,9,2,2,log2,0.7439705319518859,0.1309032854280706,0.7719863151539545,0.5587761674718197,0.9013687600644122,0.857487922705314,0.6302334943639292
0,30,10,2,2,,0.7467476696905678,0.12231528140828776,0.7878848862950292,0.572866344605475,0.8804347826086957,0.8580917874396136,0.6344605475040258
0,30,10,2,2,sqrt,0.7508140325088009,0.12638647270464973,0.7794324813845844,0.5730676328502415,0.8969404186795491,0.8665458937198067,0.6380837359098228
0,30,10,2,2,log2,0.7508140325088009,0.12638647270464973,0.7794324813845844,0.5730676328502415,0.8969404186795491,0.8665458937198067,0.6380837359098228
0,40,2,2,2,,0.6984823781843565,0.14205924555204627,0.6977259005836184,0.48691626409017713,0.8902979066022544,0.8065619967793881,0.6109098228663447
0,40,2,2,2,sqrt,0.7174838831674254,0.12311109245031372,0.700342121151137,0.5664251207729468,0.8898953301127214,0.822463768115942,0.6082930756843801
0,40,2,2,2,log2,0.7174838831674254,0.12311109245031372,0.700342121151137,0.5664251207729468,0.8898953301127214,0.822463768115942,0.6082930756843801
0,40,3,2,2,,0.7107204604133389,0.13302159970818875,0.7037633326625076,0.5283816425120773,0.8971417069243156,0.8132045088566827,0.6111111111111112
0,40,3,2,2,sqrt,0.7254138379369158,0.12605847051304003,0.7202656470114711,0.5654186795491143,0.8973429951690821,0.8321256038647343,0.6119162640901772
0,40,3,2,2,log2,0.7254138379369158,0.12605847051304003,0.7202656470114711,0.5654186795491143,0.8973429951690821,0.8321256038647343,0.6119162640901772
0,40,4,2,2,,0.7098745069673521,0.12801229258076147,0.7172469309720265,0.5307971014492754,0.8743961352657005,0.8200483091787439,0.6068840579710145
0,40,4,2,2,sqrt,0.7280304716942305,0.13199595792312024,0.7230831153149527,0.5587761674718197,0.9082125603864735,0.8389694041867954,0.6111111111111112
0,40,4,2,2,log2,0.7280304716942305,0.13199595792312024,0.7230831153149527,0.5587761674718197,0.9082125603864735,0.8389694041867954,0.6111111111111112
0,40,5,2,2,,0.7122090131115655,0.13265960399435509,0.7281143087140269,0.5229468599033816,0.8802334943639292,0.8236714975845411,0.6060789049919485
0,40,5,2,2,sqrt,0.7269835054633413,0.13531854335711369,0.7297242906017307,0.5446859903381642,0.9047906602254429,0.8433977455716586,0.6123188405797102
0,40,5,2,2,log2,0.7269835054633413,0.13531854335711369,0.7297242906017307,0.5446859903381642,0.9047906602254429,0.8433977455716586,0.6123188405797102
0,40,6,2,2,,0.7165566366545043,0.13502882146275175,0.7331455021131013,0.519122383252818,0.8798309178743962,0.8373590982286635,0.6133252818035426
0,40,6,2,2,sqrt,0.7278287540561464,0.1342264034812169,0.7337492453209902,0.5428743961352657,0.9003623188405797,0.8452093397745571,0.6169484702093397
0,40,6,2,2,log2,0.7278287540561464,0.1342264034812169,0.7337492453209902,0.5428743961352657,0.9003623188405797,0.8452093397745571,0.6169484702093397
0,40,7,2,2,,0.721064966722828,0.13020117202755124,0.7462266049506943,0.5279790660225443,0.8669484702093397,0.8446054750402576,0.6195652173913043
0,40,7,2,2,sqrt,0.7305659258092605,0.1358551445638048,0.7424028979673979,0.5446859903381642,0.9019726247987118,0.8506441223832528,0.6131239935587761
0,40,7,2,2,log2,0.7305659258092605,0.1358551445638048,0.7424028979673979,0.5446859903381642,0.9019726247987118,0.8506441223832528,0.6131239935587761
0,40,8,2,2,,0.7269824441326886,0.12798462173149017,0.7560877440128798,0.538647342995169,0.8689613526570048,0.8480273752012882,0.6231884057971014
0,40,8,2,2,sqrt,0.736080664694374,0.13413869434237335,0.7562889917488428,0.5466988727858293,0.8981481481481481,0.856682769726248,0.6225845410628019
0,40,8,2,2,log2,0.736080664694374,0.13413869434237335,0.7562889917488428,0.5466988727858293,0.8981481481481481,0.856682769726248,0.6225845410628019
0,40,9,2,2,,0.7372475288819668,0.12516014028215927,0.7713825719460656,0.5555555555555556,0.874597423510467,0.854669887278583,0.6300322061191627
0,40,9,2,2,sqrt,0.7446147110474637,0.1306927834105368,0.7705775810022137,0.5579710144927537,0.9001610305958132,0.8605072463768116,0.6338566827697263
0,40,9,2,2,log2,0.7446147110474637,0.1306927834105368,0.7705775810022137,0.5579710144927537,0.9001610305958132,0.8605072463768116,0.6338566827697263
0,40,10,2,2,,0.7469489255282915,0.12351196295011276,0.7886898772388811,0.5698470209339774,0.8838566827697263,0.856682769726248,0.6356682769726248
0,40,10,2,2,sqrt,0.7504516974646999,0.12581153088177227,0.7798349768565104,0.5742753623188406,0.8939210950080515,0.8675523349436393,0.6366747181964574
0,40,10,2,2,log2,0.7504516974646999,0.12581153088177227,0.7798349768565104,0.5742753623188406,0.8939210950080515,0.8675523349436393,0.6366747181964574
0,50,2,2,2,,0.6990057276207494,0.14221305191255884,0.6977259005836184,0.48691626409017713,0.8915056360708534,0.8065619967793881,0.6123188405797102
0,50,2,2,2,sqrt,0.7242868749208052,0.12540194909498886,0.7140269671966191,0.5698470209339774,0.8989533011272142,0.8291062801932367,0.6095008051529791
0,50,2,2,2,log2,0.7242868749208052,0.12540194909498886,0.7140269671966191,0.5698470209339774,0.8989533011272142,0.8291062801932367,0.6095008051529791
0,50,3,2,2,,0.7097542444314168,0.13056315585483405,0.7045683236063595,0.5301932367149759,0.8890901771336553,0.8144122383252818,0.6105072463768116
0,50,3,2,2,sqrt,0.7256151261816823,0.1266356762584118,0.7202656470114711,0.5656199677938808,0.8993558776167472,0.8317230273752013,0.6111111111111112
0,50,3,2,2,log2,0.7256151261816823,0.1266356762584118,0.7202656470114711,0.5656199677938808,0.8993558776167472,0.8317230273752013,0.6111111111111112
0,50,4,2,2,,0.7098745798831986,0.12838191578488095,0.7154357013483599,0.5328099838969405,0.8764090177133655,0.8202495974235104,0.6044685990338164
0,50,4,2,2,sqrt,0.7290771543634949,0.130195209012458,0.7234856107868787,0.5623993558776168,0.9066022544283414,0.839170692431562,0.6137278582930756
0,50,4,2,2,log2,0.7290771543634949,0.130195209012458,0.7234856107868787,0.5623993558776168,0.9066022544283414,0.839170692431562,0.6137278582930756
0,50,5,2,2,,0.7110817503303087,0.13250266214324408,0.7293217951298048,0.5213365539452496,0.8790257648953301,0.8206521739130435,0.605072463768116
0,50,5,2,2,sqrt,0.7267823630502674,0.1344834251593643,0.7261018313543972,0.5485104669887279,0.9053945249597424,0.8425925925925926,0.6113123993558777
0,50,5,2,2,log2,0.7267823630502674,0.1344834251593643,0.7261018313543972,0.5485104669887279,0.9053945249597424,0.8425925925925926,0.6113123993558777
0,50,6,2,2,,0.715872289029341,0.1349005205482105,0.7323405111692494,0.5185185185185185,0.8818438003220612,0.8331320450885669,0.6135265700483091
0,50,6,2,2,sqrt,0.7290766925631346,0.13405668435656706,0.734956731736768,0.5454911433172303,0.9017713365539453,0.8462157809983897,0.6169484702093397
0,50,6,2,2,log2,0.7290766925631346,0.13405668435656706,0.734956731736768,0.5454911433172303,0.9017713365539453,0.8462157809983897,0.6169484702093397
0,50,7,2,2,,0.7203001848173652,0.1309272595666162,0.7434091366472128,0.5261674718196457,0.8705716586151369,0.8417874396135265,0.6195652173913043
0,50,7,2,2,sqrt,0.7315321660964648,0.135037113972121,0.7409941638156571,0.5481078904991948,0.9027777777777778,0.8514492753623188,0.6143317230273752
0,50,7,2,2,log2,0.7315321660964648,0.135037113972121,0.7409941638156571,0.5481078904991948,0.9027777777777778,0.8514492753623188,0.6143317230273752
0,50,8,2,2,,0.7282304069449588,0.12834298725666007,0.7566914872207687,0.5400563607085346,0.8715780998389694,0.8492351046698873,0.6235909822866345
0,50,8,2,2,sqrt,0.7364027339877611,0.13350279091685624,0.7560877440128798,0.5485104669887279,0.8995571658615137,0.854669887278583,0.6231884057971014
0,50,8,2,2,log2,0.7364027339877611,0.13350279091685624,0.7560877440128798,0.5485104669887279,0.8995571658615137,0.854669887278583,0.6231884057971014
0,50,9,2,2,,0.737247553187249,0.12575839797334326,0.7707788287381767,0.55414653784219,0.8764090177133655,0.8542673107890499,0.6306360708534622
0,50,9,2,2,sqrt,0.7441719741301058,0.13046420279558107,0.7681626081706581,0.5607890499194848,0.8989533011272142,0.8625201288244766,0.6304347826086957
0,50,9,2,2,log2,0.7441719741301058,0.13046420279558107,0.7681626081706581,0.5607890499194848,0.8989533011272142,0.8625201288244766,0.6304347826086957
0,50,10,2,2,,0.7489617350601102,0.12280896644733631,0.7905011068625478,0.5748792270531401,0.8846618357487923,0.8590982286634461,0.6356682769726248
0,50,10,2,2,sqrt,0.7520217052650751,0.12534135821922687,0.7808412155363252,0.5770933977455717,0.8965378421900161,0.8673510466988728,0.6382850241545893
0,50,10,2,2,log2,0.7520217052650751,0.12534135821922687,0.7808412155363252,0.5770933977455717,0.8965378421900161,0.8673510466988728,0.6382850241545893
0,60,2,2,2,,0.69795910166381,0.14212138797544305,0.6959146709599517,0.4865136876006441,0.8902979066022544,0.8061594202898551,0.6109098228663447
0,60,2,2,2,sqrt,0.723240354286755,0.12556097311166273,0.7095995170054337,0.5692431561996779,0.8979468599033816,0.8301127214170693,0.6092995169082126
0,60,2,2,2,log2,0.723240354286755,0.12556097311166273,0.7095995170054337,0.5692431561996779,0.8979468599033816,0.8301127214170693,0.6092995169082126
0,60,3,2,2,,0.7092309517073488,0.1310791529729715,0.7031595894546186,0.5289855072463768,0.8894927536231884,0.8144122383252818,0.6101046698872786
0,60,3,2,2,sqrt,0.726500762051612,0.1267665260150905,0.721070637955323,0.5666264090177133,0.8995571658615137,0.8339371980676329,0.6113123993558777
0,60,3,2,2,log2,0.726500762051612,0.1267665260150905,0.721070637955323,0.5666264090177133,0.8995571658615137,0.8339371980676329,0.6113123993558777
0,60,4,2,2,,0.7102368744184961,0.12755385314282486,0.7160394445562488,0.5336151368760065,0.8747987117552335,0.8206521739130435,0.6060789049919485
0,60,4,2,2,sqrt,0.7288758337116856,0.13054157629688562,0.7242906017307306,0.5599838969404187,0.9049919484702094,0.840780998389694,0.6143317230273752
0,60,4,2,2,log2,0.7288758337116856,0.13054157629688562,0.7242906017307306,0.5599838969404187,0.9049919484702094,0.840780998389694,0.6143317230273752
0,60,5,2,2,,0.7107596891386825,0.13275333969626407,0.7293217951298048,0.5201288244766505,0.8794283413848631,0.8196457326892109,0.6052737520128825
0,60,5,2,2,sqrt,0.7277484413022576,0.1348656402134171,0.7287180519219159,0.5481078904991948,0.9072061191626409,0.842391304347826,0.6123188405797102
0,60,5,2,2,log2,0.7277484413022576,0.1348656402134171,0.7287180519219159,0.5481078904991948,0.9072061191626409,0.842391304347826,0.6123188405797102
0,60,6,2,2,,0.7152683999897593,0.13501199648471646,0.7329442543771383,0.5177133655394525,0.8812399355877617,0.8321256038647343,0.6123188405797102
0,60,6,2,2,sqrt,0.728553448449631,0.13347014201639443,0.7323405111692494,0.5483091787439613,0.9017713365539453,0.8454106280193237,0.6149355877616747
0,60,6,2,2,log2,0.728553448449631,0.13347014201639443,0.7323405111692494,0.5483091787439613,0.9017713365539453,0.8454106280193237,0.6149355877616747
0,60,7,2,2,,0.721024838702046,0.13056853584173467,0.7430066411752868,0.5285829307568438,0.8705716586151369,0.8435990338164251,0.6193639291465378
0,60,7,2,2,sqrt,0.7318139534356165,0.1348582499989683,0.741396659287583,0.5479066022544283,0.9023752012882448,0.8518518518518519,0.6155394524959742
0,60,7,2,2,log2,0.7318139534356165,0.1348582499989683,0.741396659287583,0.5479066022544283,0.9023752012882448,0.8518518518518519,0.6155394524959742
0,60,8,2,2,,0.727707057508566,0.12891662185131583,0.7566914872207687,0.5396537842190016,0.8721819645732689,0.8488325281803543,0.6211755233494364
0,60,8,2,2,sqrt,0.7360001655999888,0.13317031256289572,0.7558864962769168,0.5469001610305958,0.8977455716586151,0.8544685990338164,0.625
0,60,8,2,2,log2,0.7360001655999888,0.13317031256289572,0.7558864962769168,0.5469001610305958,0.8977455716586151,0.8544685990338164,0.625
0,60,9,2,2,,0.7369657172375329,0.12660007554302918,0.7715838196820286,0.5539452495974235,0.8774154589371981,0.8542673107890499,0.6276167471819646
0,60,9,2,2,sqrt,0.7446952992612166,0.13062370953808305,0.768766351378547,0.5593800322061192,0.8997584541062802,0.8625201288244766,0.6330515297906603
0,60,9,2,2,log2,0.7446952992612166,0.13062370953808305,0.768766351378547,0.5593800322061192,0.8997584541062802,0.8625201288244766,0.6330515297906603
0,60,10,2,2,,0.7484383046061103,0.12410844997431628,0.7925135842221775,0.572061191626409,0.8852657004830918,0.8584943639291466,0.6338566827697263
0,60,10,2,2,sqrt,0.7533098123016486,0.12638726875711045,0.7842624270476957,0.5762882447665056,0.8987520128824477,0.8685587761674718,0.6386876006441223
0,60,10,2,2,log2,0.7533098123016486,0.12638726875711045,0.7842624270476957,0.5762882447665056,0.8987520128824477,0.8685587761674718,0.6386876006441223
0,70,2,2,2,,0.6982409052064831,0.14227447559231302,0.6959146709599517,0.48691626409017713,0.8913043478260869,0.8061594202898551,0.6109098228663447
0,70,2,2,2,sqrt,0.7246490965402564,0.12612454826388964,0.7164419400281746,0.5684380032206119,0.9001610305958132,0.8291062801932367,0.6090982286634461
0,70,2,2,2,log2,0.7246490965402564,0.12612454826388964,0.7164419400281746,0.5684380032206119,0.9001610305958132,0.8291062801932367,0.6090982286634461
0,70,3,2,2,,0.71096202251058,0.13292974265134924,0.7033608371905816,0.5289855072463768,0.8969404186795491,0.8142109500805152,0.6113123993558777
0,70,3,2,2,sqrt,0.7265007458480908,0.1282203535689468,0.721473133427249,0.5642109500805152,0.9023752012882448,0.8337359098228664,0.6107085346215781
0,70,3,2,2,log2,0.7265007458480908,0.1282203535689468,0.721473133427249,0.5642109500805152,0.9023752012882448,0.8337359098228664,0.6107085346215781
0,70,4,2,2,,0.710357566347749,0.12819920126419207,0.7180519219158784,0.5318035426731079,0.875402576489533,0.820450885668277,0.6060789049919485
0,70,4,2,2,sqrt,0.7285940058637304,0.132135362077968,0.7248943449386195,0.5557568438003221,0.9061996779388084,0.8417874396135265,0.6143317230273752
